timestamp(utc),loadtime[s],url,delay[s]
2021-10-26 15:55:53.902096 , 6.432874917984009 , https://enisyst.de , 200
2021-10-26 18:49:10.596369 , 7.215440511703491 , https://enisyst.de , 200
2021-10-26 18:53:11.496336 , 103.6390872001648 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 19:02:53.907399 , 7.593711614608765 , https://enisyst.de , 200
2021-10-26 19:02:53.907399 , 7.593711614608765 , https://enisyst.de , 200
2021-10-26 19:22:48.201033 , 106.20831513404846 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 19:22:53.772585 , 3.0886390209198 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 19:52:57.422090 , 102.53077173233032 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 19:53:10.300099 , 9.620130062103271 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 20:23:26.615022 , 108.6794490814209 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 20:23:36.118042 , 7.459549903869629 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 20:43:28.447515 , 107.74852871894836 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 20:43:40.415223 , 9.255721092224121 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 21:00:02.206971 , 105.42540860176086 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 21:00:07.508059 , 3.161652088165283 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 21:21:52.586529 , 106.79198002815247 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 21:22:08.319922 , 13.167299509048462 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 21:36:07.205882 , 100.99305081367493 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 21:36:18.623170 , 8.714608907699585 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 21:50:04.221107 , 100.61617112159729 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 21:50:16.499769 , 8.994051456451416 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 22:02:46.061629 , 101.81015610694885 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 22:03:01.213459 , 12.349886417388916 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 22:30:47.492104 , 102.8450858592987 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 22:30:59.323039 , 9.205308437347412 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 22:43:58.771930 , 104.15632820129395 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 22:44:09.802081 , 8.016868114471436 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 23:00:01.361581 , 103.30673837661743 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 23:00:12.045896 , 8.117082357406616 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 23:25:36.245793 , 108.33186554908752 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 23:25:47.362706 , 8.520863771438599 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-26 23:42:50.968971 , 103.35950303077698 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-26 23:43:03.135880 , 9.71768045425415 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 00:00:01.259005 , 106.29692506790161 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 00:00:12.095336 , 8.781984806060791 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 01:13:47.988291 , 112.36796808242798 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 01:13:58.068680 , 7.666164398193359 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 02:08:40.347859 , 104.67179036140442 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 02:08:46.613374 , 3.9493722915649414 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 02:40:24.606192 , 104.76873993873596 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 02:40:31.263985 , 3.925314426422119 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 02:54:47.107886 , 104.2489914894104 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 02:54:58.058564 , 8.268115520477295 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 03:24:02.404307 , 101.48117208480835 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 03:24:11.445636 , 6.894647121429443 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 03:45:09.183313 , 103.51125836372375 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 03:45:15.833053 , 3.8532183170318604 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 04:00:16.231880 , 102.52163290977478 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 04:00:25.651169 , 6.7670464515686035 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 04:32:58.893824 , 108.8892548084259 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 04:33:05.596638 , 3.5650241374969482 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 04:57:59.853615 , 102.82516074180603 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 04:58:12.476674 , 9.912837505340576 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 05:21:41.806443 , 116.92105293273926 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 05:21:48.143783 , 3.842226028442383 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 05:35:03.569903 , 105.44012570381165 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 05:35:10.849157 , 4.243494987487793 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 05:50:22.462142 , 109.88253784179688 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 05:50:29.801536 , 4.761525392532349 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 06:04:14.705351 , 105.67361521720886 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 06:04:27.340335 , 10.080336332321167 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 06:35:45.236354 , 101.54306840896606 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 06:35:51.273285 , 3.4257264137268066 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 06:54:59.978885 , 107.15158009529114 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 06:55:05.594762 , 2.928154230117798 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 07:21:56.655336 , 103.73246502876282 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 07:22:05.676898 , 6.317202568054199 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 07:35:51.281863 , 105.61616086959839 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 07:35:59.956137 , 6.511330842971802 , https://eniserv.de/pliezhausen/dist/index.html , 200
2021-10-27 07:50:01.381355 , 101.00759077072144 , https://10.36.36.7:10512/dist/index.html , 200
2021-10-27 07:50:08.908714 , 5.389440536499023 , https://eniserv.de/pliezhausen/dist/index.html , 200
